Source,Target,Attributes
"BERTUCCIOLI, CRISTIAN","ROCCETTI, MARCO",{'weight': 0.25}
"BERTUCCIOLI, CRISTIAN","MARCOMINI, ANDREA",{'weight': 0.2}
"BERTUCCIOLI, CRISTIAN","MARFIA, GUSTAVO",{'weight': 0.25}
"BERTUCCIOLI, CRISTIAN","AMOROSO, ALESSANDRO",{'weight': 0.05}
"BERTUCCIOLI, CRISTIAN","MATTEUCCI, GIOVANNI",{'weight': 0.1}
"ROCCETTI, MARCO","MARFIA, GUSTAVO",{'weight': 3.7}
"ROCCETTI, MARCO","AMOROSO, ALESSANDRO",{'weight': 1.4}
"ROCCETTI, MARCO","MATTEUCCI, GIOVANNI",{'weight': 0.25}
"ROCCETTI, MARCO","MARCOMINI, ANDREA",{'weight': 0.25}
"MARFIA, GUSTAVO","AMOROSO, ALESSANDRO",{'weight': 1.2}
"MARFIA, GUSTAVO","MATTEUCCI, GIOVANNI",{'weight': 0.25}
"MARFIA, GUSTAVO","MARCOMINI, ANDREA",{'weight': 0.25}
"MATTEUCCI, GIOVANNI","AMOROSO, ALESSANDRO",{'weight': 0.05}
"MATTEUCCI, GIOVANNI","MARCOMINI, ANDREA",{'weight': 0.15}
"MARCOMINI, ANDREA","AMOROSO, ALESSANDRO",{'weight': 0.05}
